,year,selling_price,km_driven,brand,fuel,seller,transmission,owner
722,14,12.449018824140563,10.90056533037994,Volkswagen_Polo,Petrol,Dealer,Manual,First Owner
723,13,12.502470376049185,10.869482316589398,Skoda_Rapid,Petrol,Dealer,Manual,First Owner
724,11,13.407543823396258,10.987172311286548,Maruti_Ertiga,Diesel,Dealer,Manual,First Owner
725,11,12.608202196848836,10.9071662571455,Maruti_Wagon,Petrol,Dealer,Manual,First Owner
726,15,12.487488878546145,10.769852475640558,Hyundai_i20,Petrol,Dealer,Manual,Second Owner
727,15,12.259618151783465,10.717612659648976,Volkswagen_Polo,Petrol,Dealer,Manual,Second Owner
728,12,13.303018546545275,11.02882291134499,Skoda_Superb,Petrol,Dealer,Automatic,Second Owner
729,18,10.915106645867503,12.180759965737863,Tata_Indigo,Diesel,Individual,Manual,Third Owner
730,11,13.217675375388819,10.819798284210286,Hyundai_Verna,Diesel,Individual,Manual,First Owner
731,7,15.201805169084134,11.127277689932466,Land_Rover,Diesel,Individual,Automatic,First Owner
732,15,12.301387370778713,11.695255355062795,Tata_Sumo,Diesel,Individual,Manual,Second Owner
733,6,13.122365377402328,9.90353755128617,Maruti_Swift,Petrol,Individual,Manual,First Owner
734,15,11.849404844423074,10.308985993422082,Maruti_Alto,Petrol,Individual,Manual,First Owner
735,12,12.691583538230217,11.002116507732017,Maruti_Swift,Diesel,Individual,Manual,First Owner
736,15,12.25486757159303,11.407576060361786,Hyundai_i20,Petrol,Individual,Manual,Third Owner
737,17,11.608244735642321,11.407576060361786,Maruti_Alto,Petrol,Individual,Manual,Second Owner
738,6,13.997832948091215,10.12667110305036,Hyundai_Verna,Diesel,Individual,Manual,First Owner
739,8,12.345834587905333,10.596659732783579,Maruti_Alto,Petrol,Individual,Manual,First Owner
740,13,12.323860125621126,11.608244735642321,Maruti_SX4,Petrol,Individual,Manual,Second Owner
741,19,12.013706813470414,11.790564777297387,Maruti_Alto,Petrol,Individual,Manual,First Owner
742,7,13.171155446333852,9.303921785597714,Tata_Tiago,Petrol,Dealer,Automatic,First Owner
743,7,12.691583538230217,9.934501606065297,Hyundai_EON,Petrol,Dealer,Manual,First Owner
744,7,14.220976332738882,10.819798284210286,Toyota_Innova,Diesel,Individual,Manual,First Owner
745,10,12.899222326086994,10.308985993422082,Hyundai_Grand,Petrol,Individual,Automatic,First Owner
746,10,13.217675375388819,11.153145706078018,Maruti_Ciaz,Petrol,Dealer,Manual,First Owner
747,22,11.49273296168228,10.896757843893464,Maruti_800,Petrol,Individual,Manual,First Owner
748,12,13.710151153416941,11.061233155495746,Mahindra_XUV500,Diesel,Dealer,Manual,First Owner
749,8,13.45883704259595,11.002116507732017,Renault_Lodgy,Diesel,Individual,Manual,First Owner
750,10,13.698977865303197,10.859018228147887,Mahindra_Scorpio,Diesel,Dealer,Manual,First Owner
751,10,13.102162710901053,10.991813787335737,Maruti_Swift,Diesel,Dealer,Manual,First Owner
752,10,13.171155446333852,11.16165020219265,Hyundai_i20,Petrol,Dealer,Manual,First Owner
753,12,12.706850963741102,10.92280407672139,Maruti_Wagon,Petrol,Dealer,Manual,First Owner
754,12,13.217675375388819,11.26975776182509,Mahindra_Bolero,Diesel,Dealer,Manual,Second Owner
755,7,13.579789490265188,10.618665268916827,Mahindra_Bolero,Diesel,Dealer,Manual,First Owner
756,10,12.765691290604371,10.458062083232134,Honda_Brio,Petrol,Dealer,Manual,Second Owner
757,8,14.346139397261565,11.225256725762893,Toyota_Innova,Diesel,Individual,Automatic,First Owner
758,8,13.527829818844937,10.924966785274414,Maruti_Ciaz,Diesel,Dealer,Manual,First Owner
759,11,12.92391243868049,10.94273900380909,Honda_Amaze,Diesel,Dealer,Manual,First Owner
760,9,12.301387370778713,10.685126264117057,Hyundai_EON,Petrol,Individual,Manual,First Owner
761,16,11.127277689932466,11.695255355062795,Tata_Indica,Petrol,Individual,Manual,Second Owner
762,8,12.577639650232573,9.90353755128617,Hyundai_EON,Petrol,Individual,Manual,First Owner
763,11,13.304686600863562,10.221359296150967,Honda_City,Diesel,Dealer,Manual,First Owner
764,6,13.060490101343552,8.987321812850125,Maruti_Swift,Petrol,Individual,Manual,First Owner
765,17,11.918397239722838,10.308985993422082,Hyundai_i10,Petrol,Individual,Manual,First Owner
766,11,12.100717685412471,10.936814374505609,Maruti_Alto,Petrol,Dealer,Manual,Second Owner
767,19,11.289794413577894,11.156264806643742,Maruti_Zen,Petrol,Individual,Manual,First Owner
768,7,13.681980308196241,7.273092595999522,Honda_WR-V,Petrol,Individual,Manual,First Owner
769,6,12.611541086966115,10.819798284210286,Maruti_Alto,Petrol,Individual,Manual,First Owner
770,8,14.845130332288226,9.90353755128617,Toyota_Fortuner,Diesel,Individual,Automatic,First Owner
771,8,14.100690252077353,11.420766315451438,Toyota_Innova,Diesel,Dealer,Manual,First Owner
772,14,12.301387370778713,11.061280283440269,Volkswagen_Polo,Diesel,Dealer,Manual,First Owner
773,12,12.429220196836383,11.002116507732017,Mahindra_Verito,Diesel,Individual,Manual,First Owner
774,9,13.732128949025222,11.225256725762893,Toyota_Innova,Diesel,Dealer,Manual,First Owner
775,12,12.847929163278053,11.485029978651475,Volkswagen_Vento,Petrol,Dealer,Manual,First Owner
776,13,13.017005083966255,10.736418414365374,Maruti_Swift,Diesel,Individual,Manual,First Owner
777,9,13.554147092530322,9.210440366976517,Hyundai_Verna,Petrol,Individual,Automatic,First Owner
778,7,13.217675375388819,11.289794413577894,Maruti_Swift,Diesel,Individual,Manual,First Owner
779,14,12.676079399771027,11.51293546492023,Tata_New,Diesel,Individual,Manual,Second Owner
780,12,12.899222326086994,10.463131911491967,Maruti_SX4,Petrol,Individual,Manual,First Owner
781,8,13.017005083966255,10.819798284210286,Maruti_Celerio,Petrol,Individual,Automatic,First Owner
782,14,12.301387370778713,11.407576060361786,Maruti_SX4,Diesel,Individual,Manual,Third Owner
783,13,12.899222326086994,11.918397239722838,Mahindra_XUV500,Diesel,Individual,Manual,Second Owner
784,12,13.180634172318978,11.39640288460621,Hyundai_Verna,Petrol,Individual,Manual,Second Owner
785,11,12.873904582205107,11.002116507732017,Maruti_Swift,Diesel,Individual,Manual,Second Owner
786,13,12.128116509451258,11.51293546492023,Fiat_Grande,Diesel,Individual,Manual,Second Owner
787,13,12.611541086966115,11.51293546492023,Maruti_SX4,Petrol,Individual,Manual,Second Owner
788,11,13.26212705890841,11.407576060361786,Maruti_Swift,Diesel,Individual,Manual,Second Owner
789,11,12.611541086966115,11.225256725762893,Maruti_Wagon,Petrol,Individual,Manual,First Owner
790,8,12.959846800844963,10.491301994830229,Toyota_Etios,Diesel,Dealer,Manual,First Owner
791,9,12.765691290604371,9.392745258631441,Hyundai_Xcent,Petrol,Individual,Manual,First Owner
792,8,13.217675375388819,9.472550778454295,Honda_Amaze,Diesel,Dealer,Manual,First Owner
793,8,13.122365377402328,10.596659732783579,Maruti_Ciaz,Petrol,Individual,Automatic,First Owner
794,10,13.304686600863562,11.002116507732017,Mahindra_Scorpio,Diesel,Individual,Manual,First Owner
795,12,12.611541086966115,10.12667110305036,Mahindra_Quanto,Diesel,Individual,Manual,Second Owner
796,7,13.955273369904273,10.182292842675238,Hyundai_Verna,Diesel,Dealer,Manual,First Owner
797,10,13.07107218827772,10.110542371500753,Maruti_Swift,Petrol,Dealer,Manual,First Owner
798,14,12.468440756144114,10.257027587779373,Maruti_Wagon,Petrol,Dealer,Manual,First Owner
799,12,12.765691290604371,11.51293546492023,Ford_Ecosport,Petrol,Individual,Manual,First Owner
800,12,13.527829818844937,10.645162958200558,Mahindra_XUV500,Diesel,Dealer,Manual,First Owner
801,16,12.100717685412471,10.321408101911638,Maruti_Wagon,Petrol,Dealer,Manual,First Owner
802,8,12.765691290604371,8.943636705909594,Renault_KWID,Petrol,Dealer,Automatic,First Owner
803,8,13.322853874813605,10.445840912706414,Maruti_Swift,Diesel,Dealer,Manual,First Owner
804,8,12.691583538230217,9.825580063659602,Renault_KWID,Petrol,Dealer,Manual,First Owner
805,13,12.323860125621126,10.778977123006351,Hyundai_EON,Petrol,Dealer,Manual,First Owner
806,11,12.611541086966115,10.273083657563381,Maruti_Wagon,Petrol,Dealer,Automatic,First Owner
807,8,12.899222326086994,10.819798284210286,Mahindra_Bolero,Diesel,Individual,Manual,Second Owner
808,13,13.47442911525415,10.889323003601277,Mahindra_XUV500,Diesel,Dealer,Manual,First Owner
809,10,13.654168582642953,10.890292664482445,Toyota_Innova,Diesel,Dealer,Manual,First Owner
810,11,13.122365377402328,10.12667110305036,Maruti_Ertiga,Petrol,Individual,Manual,First Owner
811,18,12.429220196836383,11.289794413577894,Toyota_Innova,Diesel,Individual,Manual,Second Owner
812,8,11.918397239722838,10.819798284210286,Maruti_Alto,Petrol,Individual,Manual,First Owner
813,9,13.321215875492413,9.61587214452889,Mahindra_Scorpio,Diesel,Individual,Manual,Second Owner
814,7,13.017005083966255,8.517393171418904,Mahindra_KUV,Petrol,Individual,Manual,First Owner
815,8,13.519797657900348,11.571203807011969,Hyundai_i20,Diesel,Individual,Manual,First Owner
816,17,11.695255355062795,11.51293546492023,Chevrolet_Spark,Petrol,Individual,Manual,Third Owner
817,9,12.301387370778713,11.002116507732017,Renault_KWID,Petrol,Individual,Manual,Third Owner
818,13,13.081543466215237,11.695255355062795,Maruti_Ertiga,Diesel,Individual,Manual,Fourth & Above Owner
819,8,12.821260987319457,11.314486721293981,Maruti_Celerio,Petrol,Individual,Automatic,First Owner
820,22,10.915106645867503,10.463131911491967,Fiat_Palio,Diesel,Individual,Manual,Second Owner
821,12,11.736077016252437,12.230770136157428,Hyundai_EON,Petrol,Individual,Manual,First Owner
822,14,12.468440756144114,11.736077016252437,Hyundai_Verna,Diesel,Individual,Manual,Third Owner
823,10,12.765691290604371,11.775297421715827,Fiat_Linea,Diesel,Individual,Manual,First Owner
824,13,12.04355959836804,11.48247656671073,Maruti_Alto,CNG,Individual,Manual,Second Owner
825,10,12.765691290604371,11.407576060361786,Hyundai_Grand,Petrol,Individual,Manual,Second Owner
826,16,12.429220196836383,11.002116507732017,Maruti_Swift,Petrol,Individual,Manual,Third Owner
827,12,12.04355959836804,11.002116507732017,Tata_Indigo,Diesel,Individual,Manual,First Owner
828,7,14.077875591662238,10.463131911491967,Mahindra_Scorpio,Diesel,Individual,Manual,First Owner
829,6,13.217675375388819,10.12667110305036,Hyundai_Grand,Petrol,Individual,Manual,First Owner
830,8,12.899222326086994,9.61587214452889,Honda_Brio,Petrol,Individual,Manual,First Owner
831,14,11.695255355062795,9.90353755128617,Tata_Nano,Petrol,Individual,Manual,First Owner
832,14,11.695255355062795,9.90353755128617,Tata_Nano,Petrol,Individual,Manual,First Owner
833,15,12.524530013005734,11.156264806643742,Ford_Figo,Petrol,Individual,Manual,First Owner
834,9,12.560247968016562,11.407576060361786,Tata_Zest,Petrol,Individual,Manual,First Owner
835,9,13.710151153416941,11.289794413577894,Hyundai_Creta,Diesel,Individual,Manual,First Owner
836,11,14.731801689838349,11.283524879179666,Mercedes-Benz_M-Class,Diesel,Individual,Automatic,Second Owner
837,12,13.3374763699232,11.156264806643742,Hyundai_Verna,Diesel,Individual,Manual,Second Owner
838,7,14.346139397261565,8.517393171418904,Toyota_Innova,Diesel,Individual,Manual,First Owner
839,7,13.384729180332174,9.61587214452889,Ford_Figo,Petrol,Individual,Manual,First Owner
840,11,13.122365377402328,10.463131911491967,Maruti_Ertiga,Petrol,Individual,Manual,First Owner
841,16,12.429220196836383,11.695255355062795,Tata_New,Diesel,Individual,Manual,Second Owner
842,7,13.76421831620775,9.61587214452889,Mahindra_Marazzo,Diesel,Individual,Manual,Second Owner
843,10,12.676079399771027,11.002116507732017,Toyota_Etios,Petrol,Individual,Manual,First Owner
844,12,13.017005083966255,11.695255355062795,Renault_Duster,Diesel,Individual,Manual,First Owner
845,9,12.765691290604371,11.407576060361786,Mahindra_KUV,Diesel,Individual,Manual,First Owner
846,10,12.899222326086994,11.407576060361786,Maruti_Swift,Petrol,Individual,Manual,First Owner
847,7,12.206077645517674,9.210440366976517,Maruti_Omni,Petrol,Individual,Manual,First Owner
848,16,12.429220196836383,11.184435286790631,Hyundai_i20,Diesel,Individual,Manual,Second Owner
849,14,13.217675375388819,12.190964083849375,Toyota_Innova,Petrol,Individual,Manual,Second Owner
850,26,11.350418300109132,11.156264806643742,Maruti_Zen,Petrol,Individual,Manual,Second Owner
851,24,10.859018228147887,10.819798284210286,Hyundai_Santro,Petrol,Individual,Manual,Third Owner
852,8,13.997832948091215,10.819798284210286,Tata_Hexa,Diesel,Individual,Automatic,First Owner
853,14,13.017005083966255,11.002116507732017,Hyundai_Verna,Petrol,Individual,Automatic,Third Owner
854,7,13.329379172803593,10.596659732783579,Maruti_Swift,Petrol,Individual,Manual,First Owner
855,13,12.899222326086994,11.002116507732017,Maruti_SX4,Diesel,Individual,Manual,Second Owner
856,12,11.002116507732017,10.596659732783579,Tata_Nano,Petrol,Individual,Manual,First Owner
857,8,13.122365377402328,9.122819774446688,Maruti_Ignis,Petrol,Individual,Manual,First Owner
858,10,13.304686600863562,10.714439990727769,Honda_Mobilio,Petrol,Individual,Manual,First Owner
859,15,11.608244735642321,11.608244735642321,Hyundai_Getz,Petrol,Individual,Manual,First Owner
860,12,12.07254696717504,11.289794413577894,Hyundai_Santro,Petrol,Individual,Manual,First Owner
861,14,12.691583538230217,11.51293546492023,Ford_Fiesta,Diesel,Individual,Manual,Second Owner
862,8,12.959846800844963,11.407576060361786,Maruti_Swift,Diesel,Individual,Manual,First Owner
863,16,11.982935344196433,11.156264806643742,Hyundai_Accent,CNG,Individual,Manual,Third Owner
864,18,11.51293546492023,11.289794413577894,Maruti_Zen,Petrol,Individual,Manual,Third Owner
865,11,12.873904582205107,11.608244735642321,Maruti_Swift,Diesel,Individual,Manual,Second Owner
866,8,12.899222326086994,10.819798284210286,Hyundai_i20,Petrol,Individual,Manual,First Owner
867,7,13.142166004700508,8.517393171418904,Tata_Tigor,Petrol,Individual,Manual,First Owner
868,17,11.918397239722838,11.407576060361786,Hyundai_i10,Petrol,Individual,Manual,Third Owner
869,16,11.608244735642321,11.695255355062795,Hyundai_Santro,Petrol,Individual,Manual,First Owner
870,12,13.017005083966255,11.289794413577894,Nissan_Sunny,Diesel,Individual,Manual,First Owner
871,8,12.899222326086994,10.545367754151743,Hyundai_i20,Petrol,Individual,Manual,Second Owner
872,16,11.849404844423074,11.695255355062795,Hyundai_Santro,Petrol,Individual,Manual,First Owner
873,14,11.775297421715827,11.407576060361786,Tata_Indigo,Diesel,Individual,Manual,First Owner
874,8,11.982935344196433,10.819798284210286,Maruti_Alto,Petrol,Individual,Manual,First Owner
875,9,11.918397239722838,11.002116507732017,Maruti_Alto,Petrol,Individual,Manual,First Owner
876,12,13.122365377402328,11.51293546492023,Mahindra_XUV500,Diesel,Individual,Manual,Second Owner
877,14,10.596659732783579,9.852246888342531,Tata_Nano,Petrol,Individual,Manual,First Owner
878,19,11.849404844423074,12.206077645517674,Chevrolet_Tavera,Diesel,Individual,Manual,Third Owner
879,10,12.33270970174018,11.156264806643742,Mahindra_Verito,Diesel,Individual,Manual,Second Owner
880,14,12.560247968016562,10.819798284210286,Maruti_Swift,Diesel,Individual,Manual,Second Owner
881,13,11.951186847493476,9.856291117705153,Maruti_Alto,Petrol,Individual,Manual,Second Owner
882,9,12.25486757159303,10.308985993422082,Hyundai_EON,Petrol,Individual,Manual,First Owner
883,16,11.849404844423074,11.289794413577894,Maruti_Alto,Petrol,Individual,Manual,Second Owner
884,10,13.753636218075409,11.759793355371237,Toyota_Innova,Diesel,Individual,Manual,First Owner
885,12,13.527829818844937,11.289794413577894,Nissan_Terrano,Diesel,Individual,Manual,First Owner
886,9,13.321215875492413,11.51293546492023,Maruti_Baleno,Diesel,Individual,Manual,First Owner
887,10,13.017005083966255,10.819798284210286,Nissan_Sunny,Diesel,Individual,Manual,First Owner
888,13,12.92391243868049,10.933124826700707,Toyota_Etios,Diesel,Individual,Manual,First Owner
889,7,11.51293546492023,9.966603186850204,Hyundai_EON,Petrol,Individual,Manual,First Owner
890,7,12.611541086966115,9.259225769705994,Renault_KWID,Petrol,Individual,Manual,First Owner
891,12,12.899222326086994,11.580593459194764,Mahindra_Bolero,Diesel,Individual,Manual,First Owner
892,15,12.25486757159303,11.002116507732017,Hyundai_i10,Petrol,Individual,Manual,Second Owner
893,19,11.407576060361786,11.695255355062795,Hyundai_Santro,Petrol,Individual,Manual,Second Owner
894,15,12.310437165348775,11.156264806643742,Maruti_Wagon,Petrol,Individual,Manual,First Owner
895,10,12.388398368982115,10.819798284210286,Maruti_Alto,Petrol,Individual,Manual,Second Owner
896,12,13.017005083966255,11.156264806643742,Toyota_Etios,Diesel,Individual,Manual,Second Owner
897,12,13.017005083966255,6.90875477931522,Renault_Duster,Diesel,Dealer,Manual,Second Owner
898,7,15.150511887854474,9.210440366976517,Mercedes-Benz_C-Class,Diesel,Dealer,Automatic,First Owner
899,12,14.272936037914342,11.362114203075018,Audi_A4,Diesel,Dealer,Automatic,First Owner
900,6,15.414898336565054,10.308985993422082,BMW_X5,Diesel,Dealer,Automatic,First Owner
901,9,13.190023895035274,10.87049040995193,Hyundai_Creta,Diesel,Individual,Manual,First Owner
902,13,12.323860125621126,11.608244735642321,Maruti_SX4,Petrol,Individual,Manual,Second Owner
903,8,13.217675375388819,9.89802264710506,Hyundai_Grand,Petrol,Dealer,Automatic,First Owner
904,9,13.415034483903348,8.868554040531201,Maruti_Swift,Petrol,Trustmark Dealer,Manual,First Owner
905,10,13.345508528717259,9.385889044482708,Maruti_Ertiga,Petrol,Trustmark Dealer,Manual,First Owner
906,8,13.161586013632684,9.260177606823355,Hyundai_Grand,Petrol,Dealer,Automatic,First Owner
907,9,12.384223015005313,10.62135173563291,Chevrolet_Beat,Petrol,Dealer,Manual,First Owner
908,8,14.77102238760702,10.761364965859624,Toyota_Fortuner,Diesel,Trustmark Dealer,Automatic,First Owner
909,10,13.527829818844937,10.735853049472523,Maruti_S-Cross,Diesel,Trustmark Dealer,Manual,First Owner
910,13,12.345834587905333,10.816272145080996,Hyundai_i10,Petrol,Dealer,Manual,First Owner
911,12,14.077875591662238,10.97679912709094,Audi_A6,Diesel,Dealer,Automatic,First Owner
912,20,11.289794413577894,10.943428518789158,Hyundai_Santro,Petrol,Dealer,Manual,First Owner
913,13,12.861001210669146,10.859018228147887,Skoda_Laura,Diesel,Dealer,Manual,First Owner
914,10,13.541075028051122,10.921269323289689,Hyundai_Verna,Petrol,Trustmark Dealer,Manual,First Owner
915,8,13.304686600863562,10.747379619788498,Maruti_Swift,Diesel,Trustmark Dealer,Manual,First Owner
916,12,13.017005083966255,6.90875477931522,Renault_Duster,Diesel,Dealer,Manual,Second Owner
917,7,15.150511887854474,9.210440366976517,Mercedes-Benz_C-Class,Diesel,Dealer,Automatic,First Owner
918,12,14.272936037914342,11.362114203075018,Audi_A4,Diesel,Dealer,Automatic,First Owner
919,6,15.414898336565054,10.308985993422082,BMW_X5,Diesel,Dealer,Automatic,First Owner
920,9,13.190023895035274,10.87049040995193,Hyundai_Creta,Diesel,Individual,Manual,First Owner
921,13,12.323860125621126,11.608244735642321,Maruti_SX4,Petrol,Individual,Manual,Second Owner
922,8,13.217675375388819,9.89802264710506,Hyundai_Grand,Petrol,Dealer,Automatic,First Owner
923,9,13.415034483903348,8.868554040531201,Maruti_Swift,Petrol,Trustmark Dealer,Manual,First Owner
924,10,13.345508528717259,9.385889044482708,Maruti_Ertiga,Petrol,Trustmark Dealer,Manual,First Owner
925,8,13.161586013632684,9.260177606823355,Hyundai_Grand,Petrol,Dealer,Automatic,First Owner
926,9,12.384223015005313,10.62135173563291,Chevrolet_Beat,Petrol,Dealer,Manual,First Owner
927,8,14.77102238760702,10.761364965859624,Toyota_Fortuner,Diesel,Trustmark Dealer,Automatic,First Owner
928,10,13.527829818844937,10.735853049472523,Maruti_S-Cross,Diesel,Trustmark Dealer,Manual,First Owner
929,13,12.345834587905333,10.816272145080996,Hyundai_i10,Petrol,Dealer,Manual,First Owner
930,12,14.077875591662238,10.97679912709094,Audi_A6,Diesel,Dealer,Automatic,First Owner
931,20,11.289794413577894,10.943428518789158,Hyundai_Santro,Petrol,Dealer,Manual,First Owner
932,13,12.861001210669146,10.859018228147887,Skoda_Laura,Diesel,Dealer,Manual,First Owner
933,10,13.541075028051122,10.921269323289689,Hyundai_Verna,Petrol,Trustmark Dealer,Manual,First Owner
934,8,13.304686600863562,10.747379619788498,Maruti_Swift,Diesel,Trustmark Dealer,Manual,First Owner
935,13,13.507627138738266,10.920546270529568,Volkswagen_Jetta,Diesel,Dealer,Automatic,First Owner
936,13,12.560247968016562,11.215879689565481,Tata_Indica,Diesel,Dealer,Manual,First Owner
937,15,12.765691290604371,10.795116671339422,Honda_City,Petrol,Dealer,Manual,First Owner
938,15,12.577639650232573,11.380775974222187,Volkswagen_Jetta,Diesel,Dealer,Automatic,First Owner
939,8,13.698977865303197,10.602119663326643,Volkswagen_Vento,Diesel,Dealer,Automatic,First Owner
940,14,12.861001210669146,9.347838885161817,Honda_Jazz,Petrol,Dealer,Manual,First Owner
941,8,12.959846800844963,9.030376034755907,Maruti_Eeco,Petrol,Dealer,Manual,First Owner
942,8,13.171155446333852,9.184612223403452,Maruti_Wagon,Petrol,Dealer,Automatic,First Owner
943,8,13.217675375388819,9.184919994629272,Hyundai_Grand,Petrol,Dealer,Manual,First Owner
944,13,12.509877789891931,10.799595985047786,Volkswagen_Polo,Petrol,Dealer,Manual,First Owner
945,7,14.214287349062356,9.937647404182833,Hyundai_Creta,Diesel,Dealer,Manual,First Owner
946,10,13.102162710901053,10.344351978996153,Hyundai_Grand,Petrol,Dealer,Manual,First Owner
947,11,12.468440756144114,10.534918891115419,Hyundai_EON,Petrol,Dealer,Manual,First Owner
948,11,13.02805489573287,10.930442709440007,Hyundai_Xcent,Diesel,Dealer,Manual,First Owner
949,15,11.225256725762893,10.982764104897495,Tata_Nano,Petrol,Dealer,Manual,First Owner
950,10,12.95039048795861,10.079120121179287,Toyota_Etios,Petrol,Dealer,Manual,First Owner
951,9,13.217675375388819,10.896757843893464,Maruti_Swift,Diesel,Dealer,Manual,First Owner
952,12,12.706850963741102,10.545367754151743,Hyundai_i10,Petrol,Dealer,Automatic,First Owner
953,13,12.873904582205107,10.724478104555958,Volkswagen_Vento,Diesel,Dealer,Manual,First Owner
954,10,13.303018546545275,10.757008864157203,Skoda_Rapid,Diesel,Dealer,Automatic,First Owner
955,18,11.608244735642321,11.002116507732017,Hyundai_Getz,Petrol,Individual,Manual,Fourth & Above Owner
956,9,12.429220196836383,10.12667110305036,Renault_KWID,Petrol,Individual,Manual,First Owner
957,13,13.304686600863562,11.608244735642321,Mahindra_Scorpio,Diesel,Individual,Manual,Fourth & Above Owner
958,17,12.54254845357358,12.154784614286667,Ford_Endeavour,Diesel,Individual,Manual,Second Owner
959,7,14.80876270134486,10.12667110305036,Audi_Q3,Diesel,Individual,Automatic,First Owner
960,17,11.289794413577894,11.407576060361786,Mahindra_Renault,Petrol,Individual,Manual,First Owner
961,6,12.765691290604371,8.517393171418904,Maruti_Alto,Petrol,Individual,Manual,First Owner
962,10,13.07107218827772,11.002116507732017,Maruti_Swift,Diesel,Individual,Manual,First Owner
963,5,15.363073279446223,7.313886831633462,Audi_A5,Diesel,Individual,Automatic,First Owner
964,7,13.122365377402328,10.819798284210286,Maruti_Swift,Diesel,Individual,Manual,First Owner
965,11,12.429220196836383,11.695255355062795,Chevrolet_Sail,Diesel,Individual,Manual,First Owner
966,20,11.51293546492023,11.695255355062795,Hyundai_Accent,Diesel,Individual,Manual,Second Owner
967,6,12.765691290604371,8.517393171418904,Maruti_Alto,Petrol,Individual,Manual,First Owner
968,11,15.201805169084134,10.757924157061597,BMW_7,Diesel,Individual,Automatic,First Owner
969,8,14.45736497045232,9.90353755128617,Toyota_Camry,Petrol,Individual,Automatic,First Owner
970,20,11.461642696843066,11.695255355062795,Hyundai_Santro,Petrol,Individual,Manual,Second Owner
971,10,12.92391243868049,10.968215530759236,Hyundai_Grand,Diesel,Individual,Manual,First Owner
972,7,13.864301674514206,10.463131911491967,Mahindra_XUV500,Diesel,Individual,Manual,First Owner
973,8,12.676079399771027,10.308985993422082,Maruti_Alto,Petrol,Individual,Manual,First Owner
974,6,13.815511557963774,9.210440366976517,Mahindra_XUV300,Diesel,Individual,Manual,First Owner
975,8,14.386490669521603,10.12667110305036,Toyota_Innova,Diesel,Individual,Manual,First Owner
976,7,13.76421831620775,9.90353755128617,Mahindra_Thar,Diesel,Individual,Manual,First Owner
977,7,13.527829818844937,10.819798284210286,Maruti_Swift,Diesel,Individual,Manual,First Owner
978,11,12.301387370778713,10.645448706505872,Hyundai_EON,Petrol,Individual,Manual,First Owner
979,8,13.815511557963774,10.819798284210286,Tata_Hexa,Diesel,Individual,Manual,First Owner
980,8,13.399996629152975,11.661354090741,Honda_Mobilio,Diesel,Individual,Manual,First Owner
981,10,13.481436842589853,11.51293546492023,Maruti_Ertiga,Diesel,Individual,Manual,First Owner
982,10,13.42246945133505,11.097425172408931,Maruti_Ciaz,Petrol,Individual,Manual,First Owner
983,15,12.861001210669146,11.608244735642321,Mahindra_Scorpio,Diesel,Individual,Manual,Third Owner
984,11,12.691583538230217,11.156264806643742,Fiat_Grande,Diesel,Individual,Manual,First Owner
985,10,13.76421831620775,11.002116507732017,Hyundai_Creta,Diesel,Individual,Manual,First Owner
986,18,12.899222326086994,11.608244735642321,Ford_Endeavour,Diesel,Individual,Automatic,Fourth & Above Owner
987,11,12.429220196836383,10.12667110305036,Tata_Indica,Diesel,Individual,Manual,First Owner
988,7,15.201805169084134,11.127277689932466,Land_Rover,Petrol,Individual,Automatic,First Owner
989,11,12.25486757159303,9.90353755128617,Maruti_Alto,Petrol,Individual,Manual,First Owner
990,14,11.898194668458823,11.608244735642321,Hyundai_i10,Petrol,Individual,Manual,Second Owner
991,7,13.493928313146206,10.179261503913537,Maruti_Vitara,Diesel,Individual,Manual,First Owner
992,13,13.217675375388819,11.407576060361786,Mahindra_Scorpio,Diesel,Individual,Manual,First Owner
993,9,13.07107218827772,10.12667110305036,Hyundai_i20,Petrol,Individual,Manual,First Owner
994,11,12.429220196836383,10.819798284210286,Hyundai_Santro,Petrol,Individual,Manual,Second Owner
995,19,11.156264806643742,11.002116507732017,Tata_Indica,Petrol,Individual,Manual,Second Owner
996,13,11.982935344196433,11.156264806643742,Hyundai_EON,Petrol,Individual,Manual,Third Owner
997,14,13.815511557963774,11.407576060361786,Ford_Endeavour,Diesel,Individual,Automatic,Second Owner
998,24,11.127277689932466,11.156264806643742,Hyundai_Santro,Petrol,Individual,Manual,First Owner
999,8,13.122365377402328,10.184937747111391,Hyundai_Grand,Petrol,Individual,Manual,First Owner
1000,12,12.04355959836804,11.002116507732017,Tata_Indigo,Diesel,Individual,Manual,First Owner
1001,7,14.077875591662238,10.463131911491967,Mahindra_Scorpio,Diesel,Individual,Manual,First Owner
1002,5,13.864301674514206,9.210440366976517,Hyundai_Creta,Diesel,Individual,Manual,First Owner
1003,16,12.611541086966115,9.61587214452889,Maruti_Ritz,Petrol,Individual,Manual,First Owner
1004,9,13.304686600863562,10.12667110305036,Hyundai_i20,Petrol,Individual,Manual,First Owner
1005,8,13.710151153416941,10.819798284210286,Hyundai_Verna,Diesel,Individual,Manual,First Owner
1006,6,13.217675375388819,10.12667110305036,Hyundai_Grand,Petrol,Individual,Manual,First Owner
1007,18,11.51293546492023,10.859018228147887,Maruti_Alto,Petrol,Individual,Manual,Second Owner
1008,8,12.899222326086994,9.61587214452889,Honda_Brio,Petrol,Individual,Manual,First Owner
